epoch,acc,loss,val_acc,val_loss
0,10.523332595825195,4.716113090515137,8.868401527404785,4.788525104522705
1,12.394205093383789,4.451241970062256,9.032047271728516,4.887591361999512
2,13.501883506774902,4.225895404815674,12.301403999328613,4.451186656951904
3,14.082969665527344,4.01959753036499,13.710928916931152,4.107434272766113
4,14.509086608886719,3.8173863887786865,13.810216903686523,3.9965555667877197
5,14.809775352478027,3.6358461380004883,14.069580078125,3.844467878341675
6,14.997093200683594,3.452939033508301,13.7403564453125,4.002314567565918
7,15.159960746765137,3.279952049255371,13.718131065368652,4.044976711273193
8,15.293148040771484,3.1124963760375977,13.897522926330566,3.859543561935425
9,15.407890319824219,2.941429615020752,13.944618225097656,3.810556411743164
10,15.463804244995117,2.779355049133301,14.002197265625,3.5738234519958496
11,15.553804397583008,2.5994691848754883,13.904086112976074,3.661463975906372
12,15.652314186096191,2.4267358779907227,13.58903694152832,3.6794562339782715
13,15.7217378616333,2.2385847568511963,13.512816429138184,3.6690893173217773
14,15.792769432067871,2.0531227588653564,13.046568870544434,3.8607723712921143
15,15.866745948791504,1.8624839782714844,12.975183486938477,3.9715940952301025
16,15.913896560668945,1.6730005741119385,12.841981887817383,3.9289400577545166
17,15.977690696716309,1.489139437675476,12.64073371887207,3.7719478607177734
18,16.022493362426758,1.3061546087265015,12.5967378616333,3.82096529006958
19,16.045677185058594,1.145182728767395,12.41547679901123,3.772037982940674
20,16.06281280517578,0.9954038858413696,11.924033164978027,4.1735615730285645
21,16.084075927734375,0.8529215455055237,11.422505378723145,5.007657051086426
22,16.093421936035156,0.7351375818252563,11.329092979431152,5.206541538238525
23,16.10234832763672,0.6339735388755798,10.657048225402832,8.312470436096191
24,16.104612350463867,0.5429390072822571,10.257955551147461,10.758967399597168
