epoch,acc,loss,val_acc,val_loss
0,0.6661683320999146,0.5843748450279236,0.7413498759269714,0.51219642162323
1,0.7481845617294312,0.49685996770858765,0.7684749960899353,0.47062167525291443
2,0.7746155261993408,0.4577288329601288,0.7870568037033081,0.43797916173934937
3,0.7949060201644897,0.4229467809200287,0.8056386113166809,0.4095522463321686
4,0.8140217661857605,0.392281711101532,0.8214438557624817,0.38477882742881775
5,0.8286522626876831,0.3655894100666046,0.8376762270927429,0.3705984354019165
6,0.8402926325798035,0.3432229161262512,0.8447244763374329,0.3679313659667969
7,0.8502242565155029,0.3243684768676758,0.8530542254447937,0.3642101287841797
8,0.8580200672149658,0.31018316745758057,0.8515591621398926,0.3892227113246918
9,0.8654420971870422,0.2958627939224243,0.8504912257194519,0.41459745168685913
10,0.870995283126831,0.2860760986804962,0.8526270985603333,0.39490947127342224
11,0.8759077191352844,0.27284666895866394,0.8566851615905762,0.39467811584472656
12,0.8809269666671753,0.26472708582878113,0.8615975975990295,0.3697938621044159
13,0.8867471218109131,0.25306665897369385,0.8630927205085754,0.37115323543548584
14,0.8929410576820374,0.24095535278320312,0.8628790974617004,0.37690791487693787
15,0.9006834626197815,0.2299366146326065,0.8656557202339172,0.37140926718711853
16,0.9034066796302795,0.21952934563159943,0.872276782989502,0.3441799581050873
17,0.9094938039779663,0.20736025273799896,0.8671507835388184,0.3635008633136749
18,0.913818895816803,0.2000919133424759,0.8671507835388184,0.3655421733856201
19,0.9177168011665344,0.19046849012374878,0.8675779700279236,0.37459781765937805
20,0.9250320196151733,0.17591990530490875,0.8718496561050415,0.36242884397506714
21,0.9290367364883423,0.16639578342437744,0.8771892189979553,0.33520790934562683
22,0.9344831109046936,0.15764647722244263,0.870995283126831,0.3752184212207794
23,0.9391819834709167,0.14541296660900116,0.8568987846374512,0.44607776403427124
24,0.9424391388893127,0.13752397894859314,0.871208906173706,0.3899679481983185
25,0.9453225135803223,0.1318281590938568,0.8543357253074646,0.46514612436294556
26,0.9450021386146545,0.1337301880121231,0.8739854693412781,0.38197287917137146
27,0.9480457305908203,0.12768514454364777,0.8885091543197632,0.30515798926353455
28,0.9541862607002258,0.11373379826545715,0.8900042772293091,0.2919730246067047
29,0.9569628238677979,0.1070798933506012,0.8902178406715393,0.29533839225769043
30,0.9606471657752991,0.09814132004976273,0.8835967779159546,0.28508463501930237
31,0.961661696434021,0.09522956609725952,0.8803929686546326,0.30594661831855774
32,0.9605403542518616,0.09643097221851349,0.8906450271606445,0.2977749705314636
33,0.9604869484901428,0.09557865560054779,0.8786843419075012,0.31532207131385803
34,0.9567492604255676,0.1038365587592125,0.8806065917015076,0.3071989417076111
35,0.9605937600135803,0.0987885519862175,0.862238347530365,0.349522203207016
36,0.9653459787368774,0.08934629708528519,0.8487825989723206,0.3873809576034546
37,0.9675886631011963,0.0817970335483551,0.8472874760627747,0.4067429304122925
38,0.9715399146080017,0.07483106851577759,0.8445109128952026,0.4150756299495697
39,0.9756514430046082,0.06280630081892014,0.8536949753761292,0.40358859300613403
40,0.9817385673522949,0.05456366762518883,0.8404527902603149,0.4509810209274292
41,0.9843015670776367,0.04837842285633087,0.849209725856781,0.4433611333370209
42,0.9868645668029785,0.04017072916030884,0.8601025342941284,0.39949312806129456
43,0.9883596897125244,0.03772783279418945,0.8500640988349915,0.47000887989997864
44,0.9901751279830933,0.03380598872900009,0.8532678484916687,0.4736526906490326
45,0.9886266589164734,0.03539009392261505,0.8611704111099243,0.4500933289527893
46,0.9908692836761475,0.03075784631073475,0.8588210344314575,0.45631009340286255
47,0.9899081587791443,0.031541574746370316,0.8878684043884277,0.4072664976119995
48,0.9838210344314575,0.04339272156357765,0.8761213421821594,0.4082317054271698
49,0.9851559400558472,0.042441923171281815,0.8964117765426636,0.356492817401886
