epoch,acc,loss,val_acc,val_loss
0,0.6790367364883423,0.5812368988990784,0.4957283139228821,0.698213517665863
1,0.7779260873794556,0.4568149447441101,0.5023494362831116,0.6877647638320923
2,0.8279581665992737,0.3713834583759308,0.6774882674217224,0.5708765387535095
3,0.8677915334701538,0.29578903317451477,0.8077744841575623,0.37676116824150085
4,0.9054357409477234,0.2255588173866272,0.8252883553504944,0.3670467138290405
5,0.935871422290802,0.16004034876823425,0.875266969203949,0.3207664489746094
6,0.9604869484901428,0.10613641887903214,0.7787270545959473,0.66692715883255
7,0.9688167572021484,0.08318153023719788,0.7567278742790222,0.8105945587158203
8,0.9824861288070679,0.05199296399950981,0.6008116006851196,2.169428825378418
9,0.9870781898498535,0.04248611629009247,0.6875267028808594,2.04831862449646
10,0.9876655340194702,0.03766895458102226,0.8355403542518616,0.7525582909584045
11,0.9930585026741028,0.024208733811974525,0.8432294130325317,0.690299928188324
12,0.9964224696159363,0.014075732789933681,0.7161469459533691,1.8072726726531982
13,0.9986650943756104,0.00718971760943532,0.7328065037727356,1.6243165731430054
14,0.9996262192726135,0.0036609736271202564,0.8605296611785889,0.4977368712425232
15,0.999733030796051,0.002271047094836831,0.8425886631011963,0.5991891026496887
16,0.9998931884765625,0.0013420811155810952,0.9122170209884644,0.3373282849788666
17,0.9999465942382812,0.0007930548745207489,0.9134985208511353,0.3340696692466736
18,0.9999465942382812,0.000490253500174731,0.9137120842933655,0.34559282660484314
19,0.9998931884765625,0.0006513711414299905,0.9126441478729248,0.33988842368125916
20,0.9998931884765625,0.0005585027975030243,0.9139256477355957,0.35179585218429565
21,0.9998931884765625,0.00035703449975699186,0.9134985208511353,0.3536350727081299
22,0.9998931884765625,0.000412701687309891,0.9132848978042603,0.35825327038764954
23,0.9998931884765625,0.00042500236304476857,0.91307133436203,0.36044999957084656
24,0.9998931884765625,0.0004278886190149933,0.9120033979415894,0.36065346002578735
25,0.9688167572021484,0.08209911733865738,0.875266969203949,0.3378327190876007
26,0.9927915334701538,0.02239639312028885,0.8099102973937988,1.0583937168121338
27,0.9989854693412781,0.005525248125195503,0.7161469459533691,2.160926342010498
28,0.999466061592102,0.0030125873163342476,0.9049551486968994,0.35294532775878906
29,0.9998931884765625,0.0009936991846188903,0.9113626480102539,0.3279167413711548
30,0.9999465942382812,0.0005293160211294889,0.91307133436203,0.339939147233963
31,0.9999465942382812,0.0003421742585487664,0.9117898344993591,0.34293290972709656
32,0.9999465942382812,0.0003064321062993258,0.9143528342247009,0.34431377053260803
33,0.9998931884765625,0.00035014309105463326,0.9137120842933655,0.3490965962409973
34,0.9998931884765625,0.00031334147206507623,0.9141392707824707,0.3512949049472809
35,0.9999465942382812,0.00023347536625806242,0.91307133436203,0.3596985936164856
36,0.9998931884765625,0.00022372852254193276,0.9134985208511353,0.35962989926338196
37,0.9998931884765625,0.00031958025647327304,0.91307133436203,0.3564397096633911
38,0.9998931884765625,0.000369816436432302,0.9128577709197998,0.3672540783882141
39,0.9998931884765625,0.00029473030008375645,0.9132848978042603,0.3682510554790497
40,0.9999465942382812,0.00019540305947884917,0.9117898344993591,0.37236517667770386
41,0.9998931884765625,0.0001467640104237944,0.9141392707824707,0.37831205129623413
42,0.9700448513031006,0.07680891454219818,0.6354122161865234,2.6882894039154053
43,0.9887868165969849,0.030431630089879036,0.7900469899177551,0.999588668346405
44,0.9983981251716614,0.006159274838864803,0.9064502120018005,0.3810442388057709
45,0.999733030796051,0.001655022380873561,0.907304584980011,0.35011807084083557
46,0.9999465942382812,0.0005234309355728328,0.9147800207138062,0.35079583525657654
47,0.9999465942382812,0.00035354282590560615,0.9162750840187073,0.3518967032432556
48,0.9999465942382812,0.0003321284893900156,0.9177702069282532,0.3549993336200714
49,0.9999465942382812,0.000287876115180552,0.9171294569969177,0.357453852891922
