epoch,acc,loss,val_acc,val_loss
0,0.7605724334716797,0.4787387549877167,0.8188807964324951,0.4254246652126312
1,0.8476612567901611,0.33399084210395813,0.8308415412902832,0.49702009558677673
2,0.8932080268859863,0.2464781105518341,0.8577530980110168,0.430711954832077
3,0.9258863925933838,0.17836348712444305,0.7881247401237488,0.8308615684509277
4,0.9511426687240601,0.12376870214939117,0.6597607731819153,2.039909839630127
5,0.9637975096702576,0.09496176987886429,0.8868005275726318,0.3419380784034729
6,0.9687633514404297,0.08005638420581818,0.5324647426605225,4.534871578216553
7,0.974957287311554,0.06458933651447296,0.6253737807273865,2.2884185314178467
8,0.9843549728393555,0.04426385089755058,0.7804357409477234,1.1303811073303223
9,0.9927915334701538,0.02379860170185566,0.9017513990402222,0.38874760270118713
10,0.9950341582298279,0.017341481521725655,0.8148227334022522,0.930242657661438
11,0.9960486888885498,0.014043339528143406,0.7202050685882568,2.1886887550354004
12,0.9951943755149841,0.01627240888774395,0.900042712688446,0.36445340514183044
13,0.9961555004119873,0.012061278335750103,0.8874412775039673,0.4500475227832794
14,0.9953545331954956,0.015035074204206467,0.8917129635810852,0.45077598094940186
15,0.9940730333328247,0.01667586900293827,0.7838530540466309,1.347874402999878
16,0.9935925006866455,0.016879381611943245,0.7112345099449158,2.9754014015197754
17,0.9910828471183777,0.023047396913170815,0.8530542254447937,0.7062628269195557
18,0.9964224696159363,0.011062157340347767,0.7960273623466492,1.2201024293899536
19,0.9988253116607666,0.005231237970292568,0.8244339823722839,1.0031930208206177
20,0.9965826272964478,0.010191848501563072,0.6777018308639526,3.547311782836914
21,0.9928983449935913,0.01978539116680622,0.6864587664604187,2.704390525817871
22,0.9966894388198853,0.010115723125636578,0.9111490845680237,0.32317954301834106
23,0.9985049366950989,0.005116584710776806,0.8927808403968811,0.617878794670105
24,0.9975971579551697,0.007566912565380335,0.9096540212631226,0.3659282922744751
25,0.996475875377655,0.011134382337331772,0.6486544013023376,5.607921123504639
26,0.9943400025367737,0.017228763550519943,0.8049978613853455,1.5198721885681152
27,0.999252438545227,0.0033179442398250103,0.8910722136497498,0.5662814378738403
28,0.9975438117980957,0.006966529414057732,0.8998291492462158,0.4191906154155731
29,0.9944468140602112,0.01805528998374939,0.8479282259941101,1.0135546922683716
30,0.9958351254463196,0.012173613533377647,0.9156343340873718,0.3366479277610779
31,0.997223436832428,0.008696025237441063,0.6362665295600891,3.291151762008667
32,0.9965826272964478,0.009285558015108109,0.9023921489715576,0.4328506290912628
33,0.9990922808647156,0.00384322227910161,0.916061520576477,0.38887810707092285
34,0.9979175329208374,0.00579249719157815,0.894275963306427,0.5778468251228333
35,0.9989854693412781,0.0031613369937986135,0.8479282259941101,1.0549124479293823
36,0.9973301887512207,0.008392708376049995,0.9162750840187073,0.3610730469226837
37,0.9952477812767029,0.014743372797966003,0.8284921050071716,1.4131829738616943
38,0.994019627571106,0.017073169350624084,0.8994019627571106,0.47394219040870667
39,0.997009813785553,0.00767592852935195,0.8511319756507874,0.7630233764648438
40,0.9985049366950989,0.00433308957144618,0.9083724617958069,0.46834513545036316
41,0.9998397827148438,0.0009149317629635334,0.9220418334007263,0.3476509153842926
42,0.9998931884765625,0.00039053731597959995,0.9297308921813965,0.3328462839126587
43,0.9998931884765625,0.0003373190702404827,0.9273814558982849,0.3354499340057373
44,0.9998931884765625,0.00027714521274901927,0.9284493923187256,0.33236414194107056
45,0.9999465942382812,0.00018560014723334461,0.928876519203186,0.3393899202346802
46,0.9998931884765625,0.0002565231407061219,0.929090142250061,0.3429543972015381
47,0.9999465942382812,0.00016671906632836908,0.9284493923187256,0.34466418623924255
48,0.9999465942382812,0.0001612691266927868,0.9286629557609558,0.3480284810066223
49,0.9890004396438599,0.031344011425971985,0.8675779700279236,0.450313538312912
